0.0000000E+00 0.0000000E+00 4.1426391E+05 31.8999908257
3.0000000E+01 0.0000000E+00 1.1996391E+05 31.8999908257
2.8000000E+01 1.4500000E+02 1.1113557E+05 29.000058104
2.8000000E+01 1.5500000E+02 1.1113557E+05 29.000058104
3.0000000E+01 3.0000000E+02 1.1996391E+05 31.8999908257
0.0000000E+00 3.0000000E+02 4.1426391E+05 31.8999908257
2.7000000E+01 1.4400000E+02 1.2238186E+05 29.1464689093
2.7000000E+01 1.5600000E+02 1.2238338E+05 29.1466238532
1.5000000E+01 1.5000000E+02 2.4273760E+05 29.4151478084
1.5000000E+01 5.0000000E+01 2.5857714E+05 31.0297798165
1.5000000E+01 2.5000000E+02 2.5857708E+05 31.0297737003
2.4000000E+01 1.5375000E+02 1.5241145E+05 29.2075891947
5.0000000E+00 1.5375000E+02 3.4187148E+05 29.5205382263
2.4000000E+01 1.5475000E+02 1.5258254E+05 29.2250295617
2.4000000E+01 1.5750000E+02 1.5323585E+05 29.2916258919
5.0000000E+00 1.5750000E+02 3.4205891E+05 29.5396442406
2.4000000E+01 1.5850000E+02 1.5350513E+05 29.3190754332
2.4000000E+01 1.6125000E+02 1.5424341E+05 29.3943333333
5.0000000E+00 1.6125000E+02 3.4235669E+05 29.5699989806
2.4000000E+01 1.6225000E+02 1.5450127E+05 29.4206187564
2.4000000E+01 1.6500000E+02 1.5517147E+05 29.4889367992
5.0000000E+00 1.6500000E+02 3.4274612E+05 29.6096962283
2.4000000E+01 1.6600000E+02 1.5540350E+05 29.5125891947
2.4000000E+01 1.6875000E+02 1.5601025E+05 29.5744393476
5.0000000E+00 1.6875000E+02 3.4320700E+05 29.6566768603
2.4000000E+01 1.6975000E+02 1.5622236E+05 29.5960611621
2.4000000E+01 1.7250000E+02 1.5678406E+05 29.6533190622
5.0000000E+00 1.7250000E+02 3.4372078E+05 29.709049949
2.4000000E+01 1.7350000E+02 1.5698207E+05 29.6735035678
2.4000000E+01 1.7625000E+02 1.5751334E+05 29.7276595311
5.0000000E+00 1.7625000E+02 3.4427343E+05 29.7653853211
2.4000000E+01 1.7725000E+02 1.5770226E+05 29.7469174312
2.4000000E+01 1.8000000E+02 1.5821326E+05 29.7990071356
5.0000000E+00 1.8000000E+02 3.4485347E+05 29.8245127421
2.4000000E+01 1.8100000E+02 1.5839620E+05 29.8176554536
2.4000000E+01 1.8375000E+02 1.5889329E+05 29.8683272171
5.0000000E+00 1.8375000E+02 3.4545269E+05 29.8855953109
2.4000000E+01 1.8475000E+02 1.5907229E+05 29.8865739042
2.4000000E+01 1.8750000E+02 1.5956060E+05 29.9363506626
5.0000000E+00 1.8750000E+02 3.4606498E+05 29.9480101937
2.4000000E+01 1.8850000E+02 1.5973684E+05 29.9543160041
2.4000000E+01 1.9125000E+02 1.6021895E+05 30.0034607543
5.0000000E+00 1.9125000E+02 3.4668622E+05 30.0113374108
2.4000000E+01 1.9225000E+02 1.6039341E+05 30.0212446483
2.4000000E+01 1.9500000E+02 1.6087137E+05 30.0699663609
5.0000000E+00 1.9500000E+02 3.4731356E+05 30.0752864424
2.4000000E+01 1.9600000E+02 1.6104464E+05 30.0876289501
2.4000000E+01 1.9875000E+02 1.6151985E+05 30.1360703364
5.0000000E+00 1.9875000E+02 3.4794510E+05 30.1396636086
2.4000000E+01 1.9975000E+02 1.6169228E+05 30.1536472987
2.4000000E+01 2.0250000E+02 1.6216566E+05 30.2019021407
5.0000000E+00 2.0250000E+02 3.4857945E+05 30.2043272171
2.4000000E+01 2.0350000E+02 1.6233753E+05 30.2194220183
2.4000000E+01 2.0625000E+02 1.6280965E+05 30.26754842
5.0000000E+00 2.0625000E+02 3.4921573E+05 30.2691875637
2.4000000E+01 2.0725000E+02 1.6298115E+05 30.285030581
2.4000000E+01 2.1000000E+02 1.6345243E+05 30.3330713558
5.0000000E+00 2.1000000E+02 3.4985328E+05 30.33417737
2.4000000E+01 2.1100000E+02 1.6362369E+05 30.350529052
2.4000000E+01 2.1375000E+02 1.6409439E+05 30.3985107034
5.0000000E+00 2.1375000E+02 3.5049173E+05 30.3992589195
2.4000000E+01 2.1475000E+02 1.6426548E+05 30.4159510703
2.4000000E+01 2.1750000E+02 1.6473580E+05 30.4638939857
5.0000000E+00 2.1750000E+02 3.5113075E+05 30.4643985729
2.4000000E+01 2.1850000E+02 1.6490677E+05 30.4813221203
2.4000000E+01 2.2125000E+02 1.6537683E+05 30.5292385321
5.0000000E+00 2.2125000E+02 3.5177017E+05 30.529579001
2.4000000E+01 2.2225000E+02 1.6554773E+05 30.5466595311
2.4000000E+01 2.2500000E+02 1.6601761E+05 30.5945575943
5.0000000E+00 2.2500000E+02 3.5240987E+05 30.5947879715
2.4000000E+01 2.2600000E+02 1.6618846E+05 30.6119734964
2.4000000E+01 2.2875000E+02 1.6665822E+05 30.6598593272
5.0000000E+00 2.2875000E+02 3.5304975E+05 30.6600152905
2.4000000E+01 2.2975000E+02 1.6682903E+05 30.6772711519
2.4000000E+01 2.3250000E+02 1.6729872E+05 30.7251498471
5.0000000E+00 2.3250000E+02 3.5368975E+05 30.725254842
2.4000000E+01 2.3350000E+02 1.6746950E+05 30.7425586137
2.4000000E+01 2.3625000E+02 1.6793914E+05 30.790432212
5.0000000E+00 2.3625000E+02 3.5432983E+05 30.7905025484
2.4000000E+01 2.3725000E+02 1.6810990E+05 30.8078389399
2.4000000E+01 2.4000000E+02 1.6857950E+05 30.8557084608
5.0000000E+00 2.4000000E+02 3.5496997E+05 30.855756371
2.4000000E+01 2.4100000E+02 1.6875026E+05 30.8731151886
2.4000000E+01 2.4375000E+02 1.6921983E+05 30.9209816514
5.0000000E+00 2.4375000E+02 3.5561015E+05 30.9210142712
2.4000000E+01 2.4475000E+02 1.6939058E+05 30.9383873598
2.4000000E+01 2.4750000E+02 1.6986014E+05 30.9862528033
5.0000000E+00 2.4750000E+02 3.5625035E+05 30.98627421
2.4000000E+01 2.4850000E+02 1.7003088E+05 31.0036574924
2.4000000E+01 2.5125000E+02 1.7050043E+05 31.0515219164
5.0000000E+00 2.5125000E+02 3.5689057E+05 31.0515361876
2.4000000E+01 2.5225000E+02 1.7067117E+05 31.0689266055
